Sample_ID,Feedstock_Type,Temperature_C,Moisture_%,pH,EC_dS_m,RH_%,NIR_Intensity,RGB_R,RGB_G,RGB_B,Texture_Entropy,Color_Variance,Maturity_Index,Contamination_Risk,Nutrient_Score
3680,Manure,40.92826806061784,60.078377717316336,7.248363875879599,4.063266825081628,78.64359208673918,0.5230753319633178,116,86,113,4.008115785188186,77.2926945784565,0.6581354249391315,0.5289099107013594,0.5766799033112859
3681,HorticWaste,36.5363111164946,85.0,6.892386698955254,3.1706725826785394,73.29044667500715,0.44418615747775847,54,127,141,2.926628887948727,39.03786500043005,0.6468452614337521,0.44397129852128886,0.49646637086607304
3682,HorticWaste,34.235998326743164,47.65349985828002,6.571660718663703,2.247676286409846,65.11413747641005,0.6322675130659111,112,80,85,1.1237577170229418,95.01903736554677,0.8589106862873326,0.2994472715891808,0.6173091859629477
3683,Manure,39.925780005512436,57.866099540004505,6.083502774255723,1.2663533225305161,69.78543745752967,0.040681116139694426,108,155,192,2.0957156540719857,84.14460274436742,0.5400904292975366,0.22411878057190915,0.7209501347934651
3684,FoodWaste,53.87096702785758,78.9207818712431,8.375809311682087,2.1501951187981696,75.6913747296873,0.695598232296555,107,70,107,4.658606176682696,82.51750200920289,0.43181444906164673,0.4438806581921152,0.5096486803176054
3685,HorticWaste,27.4373264629602,85.0,7.063883271769833,2.2117670417963526,78.11629654350465,0.39379174153279184,173,199,116,7.503396796636064,77.4906530347592,0.7858438299256651,0.5356913000235485,0.5444116479101824
3686,AgroByproduct,34.64275222361069,51.250655961085855,6.801985358645992,2.108123052690823,74.09811994766987,0.565824917561774,93,134,102,2.17015204094234,57.40996399429575,0.8206493736351598,0.3070576225929063,0.6670925354432871
3687,PaperResidue,53.58999426657041,74.4692297092911,6.813401549125165,2.3869891788814064,68.13613927161957,0.500204520936754,152,172,160,1.0271349843951705,27.92191827809631,0.3901760429875992,0.33743332682160276,0.4817120816373475
3688,FoodWaste,58.28952269751416,71.86877894509126,6.957852059899644,1.459735063330685,88.49194332769868,0.16233467101339005,161,82,155,6.7947598731527705,57.870011528162394,0.2437845724455077,0.4664480838541193,0.5582756889432832
3689,Manure,35.16841316776276,52.405084268430855,6.608080557919616,1.206140091910063,66.05876346329731,0.32535082463636333,162,149,162,7.131007724422835,21.41519597711388,0.735184773694785,0.40792446399169485,0.7348828268676352
3690,FoodWaste,34.53190927218433,69.37438457302366,6.542768751100413,1.1438935453463421,65.19119918038233,0.6167469576845643,121,161,164,1.6153118188647255,96.10645024466832,0.7836168976910207,0.24589865531962238,0.5790565535866355
3691,CropResidue,59.07160239571904,57.40392675183664,5.9085887403447375,2.9453845638585605,71.47459753457989,0.402551824839902,63,143,153,6.659212412823548,22.520283653833967,0.35199394376806514,0.5751691791357632,0.5379229183033987
3692,CropResidue,43.76405580432618,50.59834998879322,7.0369429792101865,1.5433008521823195,86.76942068136955,0.2768986922376717,156,193,165,5.94097882067534,12.455589975682933,0.5568698529393848,0.4313951101238519,0.6216382574132976
3693,HorticWaste,36.05457620872845,85.0,8.044868203065654,2.7110773430789776,81.69256582200265,0.5684762203635777,56,188,85,4.035563254399655,11.281381125349808,0.6934434298603088,0.4472567339632352,0.5194461328460511
3694,HorticWaste,55.4461788938862,69.7399771508226,6.421960455933567,2.5471784637497117,74.46190380556888,0.39154447473367465,166,168,84,6.276945072691287,83.89700201025987,0.3489353885661466,0.5176503122050659,0.5581611225108692
3695,AgroByproduct,50.03480796603999,34.77300303238244,7.441606722402284,2.845332482214131,64.4653810020346,0.633560775737243,113,106,168,1.6895650877336967,47.0941557068465,0.6003553083294195,0.3504697309745245,0.6631873698245286
3696,PaperResidue,52.36654026635304,58.08417839673983,7.460004064150121,2.1563834267777025,66.21826379557186,0.06955691411334432,147,86,123,7.367754507910045,25.176728180055882,0.3266296892678829,0.5559894129447686,0.5260124718676352
3697,FoodWaste,36.5756041824032,52.20767227565873,7.321399623044455,1.4058907093302293,72.19554073987312,0.889303265163939,81,61,169,4.15598627853267,79.40953003327806,0.8779943663451315,0.36300704455582755,0.6002901199821711
3698,CropResidue,48.74825341079305,56.8402939903015,8.499547565719853,4.231894416412393,70.66749315729882,0.3095614265161653,196,95,62,1.0449859231686736,57.16606060688635,0.4577485394494937,0.4718448401531914,0.47472469119877736
3699,HorticWaste,57.462861609231595,67.739352431113,7.4814248841937365,1.7987282082099592,70.07452367126642,0.39027753914304764,125,93,73,7.719554083320385,62.06928470785522,0.33267819182010816,0.5093772954753443,0.599584884727276
3700,PaperResidue,51.407943606482185,64.40107965873355,7.05376125356036,4.434182161626452,88.95817622277863,0.7691041284446051,103,117,118,4.066152242412691,60.13334963865909,0.5312676357811206,0.6219958892260135,0.3994887326012103
3701,FoodWaste,54.19869918353089,81.51113096805767,7.268309011453399,1.1613103021477917,95.0,0.49482409497787994,66,146,130,3.74289385052269,90.66478051902125,0.3596594172691171,0.3271343779069168,0.5539122229564951
3702,HorticWaste,59.03142549962902,78.32775573062005,7.676878095916175,1.486106094484375,67.37080595092704,0.39417401465644064,98,86,138,4.866891193090948,41.32491141129463,0.28707150759912203,0.37635059428127515,0.5940391838145412
3703,HorticWaste,49.27669719755355,41.79153193312037,8.391992635889931,0.7049323305128254,81.62358528328035,0.448386407043541,60,72,189,7.9739454112348955,95.40994187642684,0.5358594998350079,0.42776731379737737,0.7061703196081179
3704,CropResidue,39.34879072617501,58.52529326603082,6.808553164328269,2.5831027083542093,84.08257328180903,0.5994755575970873,140,156,142,1.5858202820213116,22.000331784970626,0.717286372231771,0.35472681960531666,0.553794278050228
3705,CropResidue,53.771111535319534,30.79817927063588,7.143617899311559,3.151169696746191,69.76180967909266,0.6305699761285968,199,68,125,6.596912853772268,63.423338492876034,0.5579551445597697,0.5899817067453093,0.5808451566214187
3706,HorticWaste,33.94294649099376,45.04969334571997,8.5,1.0252858566540362,67.18460365666319,0.2426942782853287,74,174,138,3.317554423994974,74.89544882185682,0.7552276140386869,0.27984877895431454,0.6836363204758582
3707,Manure,42.776805061222916,28.56620422104326,6.960767630771589,2.529691006459867,65.76895702384707,0.3989906246009966,86,56,78,2.199386283635291,67.5057754242233,0.6788165926191964,0.33328456950797897,0.7163830412349202
3708,HorticWaste,50.8807922912916,36.480071652596266,6.927366736678656,2.088420085524634,80.59954112133032,0.7844526676108967,60,160,52,6.482736974524287,93.7256759955678,0.6274797010066917,0.4871376436717136,0.6476188524185758
3709,PaperResidue,25.0,81.00154595573677,6.32836568379424,0.42119466845942677,80.68559251717961,0.8367755491678519,93,81,171,7.970113425220107,29.035224602780307,0.9620876078380602,0.4339788091507062,0.566937174665555
3710,HorticWaste,47.524633653464676,71.2906277429767,7.067009063659954,2.3968027803390486,85.95599966093184,0.774504887125108,137,89,157,6.544653466314384,77.82151902851007,0.5747074092516223,0.5151580700150434,0.5625786054970943
3711,AgroByproduct,47.9962607192781,69.25589877556618,6.940658064816732,3.4203924994713675,95.0,0.6255160733149607,150,55,70,5.716545000745209,50.573224016083756,0.5279715347832378,0.549403145817226,0.5654685774752992
3712,AgroByproduct,33.64065078437723,77.63006569438016,7.314608333674846,3.96538396923001,80.37952468098956,0.17931058061122487,132,186,56,6.632802850087097,34.92522662423051,0.6439701506181267,0.629178770980767,0.5214706701497391
3713,AgroByproduct,48.25860591749314,69.19058950109692,7.216579303232881,0.8318778881175306,76.10537255765063,0.7739633120295911,76,93,52,2.2327636504022945,14.456003587373834,0.5682340547159488,0.20305179423321357,0.6950249265919296
3714,Manure,46.899485012560575,58.72839645641825,5.421135269093131,3.522232311091786,65.78624468936626,0.3111082532373707,92,98,121,4.688675438233208,23.883294251839857,0.48438291020044333,0.5093446881913941,0.6064315915325742
3715,Manure,45.33971780383641,51.15991112867507,5.954452816193481,3.3010105651329367,82.7940428236466,0.29760932742905183,115,101,56,3.1324728071401617,33.23070657580283,0.5314758733956332,0.43255194402883407,0.6326296494860031
3716,HorticWaste,56.89433803761843,85.0,6.8708837376289615,2.1292443495654436,45.7232580807896,0.2593727146299368,82,137,193,5.620131495834769,65.73941270879692,0.24749206634891818,0.45819196022425746,0.5485377825217278
3717,AgroByproduct,53.789093565172024,79.59578348130039,6.6598312522710295,0.7790558778370369,70.9535507353376,0.8694994595251127,51,84,70,1.9421186747415167,96.22261612258396,0.48300986260814677,0.18775077345589325,0.6768556391455474
3718,Manure,51.399828507133414,56.7080661296867,6.1724489142389025,2.832187284024103,54.35859748787967,0.8251778576908346,166,197,192,6.313269542241024,36.37356956694168,0.5712879666300952,0.512763214836047,0.6449745035394215
3719,CropResidue,34.75778470757137,71.45794725971302,5.527849032371364,0.8018295379619904,71.72838913545453,0.14348139683706065,187,92,86,4.416392913873446,17.805357723947946,0.6311780732789958,0.31243386243375343,0.6169926285824744
3720,HorticWaste,44.826586648162845,25.0,8.299744289108304,2.8146955513587635,83.08168374368633,0.3568496330355894,82,102,170,5.272932970498971,42.30913011166442,0.6373545035855958,0.5022929490069417,0.6342652224320618
3721,PaperResidue,56.844347397058996,72.21348921860708,8.28573991012987,1.9115390647436792,92.46476779209823,0.7676096608071797,118,164,106,4.573007817627799,99.608750391886,0.4388497336714212,0.4307827152230157,0.5099960683256018
3722,FoodWaste,42.85338178318707,52.48816050304647,7.6056918779644285,1.6498202051805286,51.2013612613752,0.4794057945723237,159,129,119,2.2492101422402624,80.47766796587794,0.6296736883157754,0.31183039743238716,0.5875326687348806
3723,HorticWaste,60.54262019413571,85.0,6.5314728154951345,2.7832150371613738,87.36973080400097,0.6187381538925805,154,196,116,5.558348466308201,24.239683466922035,0.32151939481475383,0.510372653916672,0.5158392481419314
3724,FoodWaste,51.691934064015015,77.2593430301062,8.175469715649475,4.8048503122430635,72.24088871306854,0.5450940660145432,73,122,141,5.49271414817002,26.502880494023415,0.4213508393552915,0.6963809732432976,0.38023879832763446
3725,AgroByproduct,62.09560562892244,30.409741139275116,6.4247935358055805,3.9586686808171336,74.72634997939524,0.3179247251550257,121,167,108,6.987893663723428,63.57532374938511,0.3832643754862615,0.6419350691243897,0.6162470836805931
3726,FoodWaste,34.32667777015209,49.33050155175451,7.348181933801608,2.491538273550328,83.60745414954401,0.6702456501208987,114,130,65,3.513085752771472,27.476978552103887,0.8636000879223127,0.42936890519145754,0.5517620832189746
3727,AgroByproduct,43.45342461375294,60.90870935758646,6.367903375448161,2.793823993045017,73.59307056810702,0.7297776723124677,80,123,77,3.1312432827791095,99.72426863627099,0.6678170263020392,0.40024028919130133,0.6134913816325762
3728,CropResidue,44.39868976991948,59.36342014492949,7.019364559015531,2.391275750492668,67.44795524931659,0.5181452878137247,75,116,79,4.916992301004754,82.84465599639613,0.5907710777943863,0.4636601904954006,0.5617093721855076
3729,FoodWaste,51.06173306435203,58.6859140679934,7.389367077949273,2.20953123704814,69.26466095609248,0.6770501938028413,130,97,61,2.736386109241016,11.78446615260778,0.525925308446966,0.37674208218388305,0.5471516100116062
3730,HorticWaste,37.614024181174884,74.77097592684179,5.802250172542361,4.109587453692243,66.55578583727319,0.4139994119108407,140,153,51,3.3088912942689,36.032930098424465,0.6473813089768636,0.536549044676104,0.4699786754617043
3731,AgroByproduct,28.923929599635215,51.88833393535576,6.662085916263501,2.784129276058894,76.33547141914626,0.4631444572671242,96,131,71,2.4401245770279716,34.67012419152728,0.8846245118725161,0.37351544464345676,0.6320168683263437
3732,HorticWaste,48.78197706978459,58.9150307999466,7.2007497290931415,3.0256128252550765,87.59715814263842,0.13401739961862166,164,60,86,6.466573701605594,83.76924186167336,0.3983012454597907,0.5646309159147994,0.555889297137353
3733,Manure,41.33526752079933,82.89108149447509,5.996586285518411,2.9079050898683256,83.59634269152686,0.7633760619913408,141,155,128,6.823704478804212,46.46337699031282,0.6536738314314426,0.5382143421108517,0.5888225825176335
3734,AgroByproduct,40.293029581998326,83.13329134719619,6.245706956803016,2.4402327463533933,75.94309276908595,0.46357079149136343,61,167,99,4.909089047959223,38.013770474265094,0.5838111910861239,0.4374435681612536,0.586721779987938
3735,FoodWaste,38.07191084638736,74.66607353352236,7.200939920267666,1.4561946554845868,68.41448190887465,0.5715250285999014,63,117,54,6.01223362355667,71.11164447079904,0.6859020514075975,0.43680831550709065,0.5528581201587259
3736,AgroByproduct,46.23888757850742,54.75409348462269,6.572278668806613,1.6361697837036975,78.03434098330159,0.2278781776315051,54,176,146,6.242827801105366,84.9369273848929,0.483219198142196,0.4204535245167594,0.6836833238455697
3737,HorticWaste,34.23142471045857,49.390125545877126,6.016325122643339,2.8150516219758144,93.01484107923669,0.6485279700831138,137,94,52,6.716450879112691,96.44560663662034,0.8586632173466401,0.5564545431313771,0.585467167809455
3738,CropResidue,43.058042529653065,59.38059208043288,7.0237076002927346,3.0995851603105447,65.69435484287659,0.26186911451803346,144,84,100,5.7581690578987885,87.8642617722537,0.5397303197981027,0.5542301030304166,0.526259557823607
3739,AgroByproduct,36.71287018412178,60.42677603962839,7.348026223041,1.2997978238603909,82.50389905031537,0.14792067739429635,167,179,177,7.027806726702652,73.93674138141566,0.6282528291191559,0.42185923757304866,0.6891565567277237
3740,FoodWaste,38.90822586013561,59.470072808533466,8.5,1.8086461057988232,79.2706071710499,0.5171636260012744,81,187,185,7.171336054537309,43.50913021109303,0.6985526886129516,0.5096456108617177,0.5656275490929918
3741,Manure,48.53810184772958,68.3444336054947,7.067396878943338,1.9550438042641085,67.76561639533396,0.502213219289447,130,176,56,5.838016422446752,57.02469678035524,0.4845380214649474,0.4218459328637622,0.6655589425758052
3742,PaperResidue,51.514098621027955,65.40999472394986,7.008845241760654,1.5592407024674737,77.42303708750754,0.20239711415578412,57,158,183,7.933204632103561,59.8561956174592,0.35667447824055026,0.5274318989095064,0.5412179754287266
3743,CropResidue,41.93895073361558,64.78360937680779,6.772367637823271,0.4432298655844211,70.8340847024395,0.47307075950247846,158,69,101,5.845371794661107,58.192149599412446,0.6089124224139233,0.3361372644318266,0.6482712879671634
3744,Manure,54.67830393505537,52.99883995920341,7.919300713175974,1.1855945043484828,66.32356292963264,0.25272978978650074,156,157,55,4.071179345521068,97.31981315766524,0.36664050303557816,0.29146876748608025,0.7347225948641691
3745,AgroByproduct,35.27286409062889,42.015942291505596,7.2607318072034195,2.4577156020002913,65.2555014807575,0.7370537645085781,199,150,71,5.965083684631296,79.77391385089163,0.8878889629138672,0.47850027167369785,0.6680823353169743
3746,HorticWaste,29.801013949996793,70.41963177222979,7.668578356274138,3.064708243029685,67.79102272781174,0.635384161371536,116,162,141,6.033649250920619,15.653411606378235,0.8673186318781242,0.5516542004953302,0.5309253243040561
3747,HorticWaste,31.636748134841923,60.9103665469982,7.177963287462593,1.8127079294069497,63.294277693869915,0.3382276875490215,96,130,192,3.5856429492540727,64.07130858743739,0.7768897616670444,0.35552060471427355,0.6125438704356562
3748,FoodWaste,34.24593207886158,66.13215561194454,7.731449007178872,2.9535047951163738,94.53390546616444,0.31038420313511283,87,140,60,7.403528555230677,74.86712697635707,0.7067266547915647,0.6137577204141814,0.4950604490202922
3749,HorticWaste,31.871067658837205,66.55083502327007,7.302466215838949,2.5941165841971134,65.46730187577863,0.3845550518460154,82,172,70,2.5354716903485897,41.70988351971758,0.7698945641130256,0.38125657040449823,0.5621925007436043
3750,CropResidue,65.21153917896245,29.597803665363077,5.873606580171545,3.196151937999953,90.60140018377298,0.738459029239777,126,118,135,6.6119873364994985,22.481274031042737,0.49225506044440703,0.5942955199520605,0.5809967957692762
3751,HorticWaste,29.49779212403575,85.0,6.769422647929036,4.148605813024138,78.8266189032648,0.1698001757622516,98,195,61,6.678530207026242,35.924346689953616,0.6885938880942214,0.6661620338488288,0.44756970934879314
3752,FoodWaste,54.37428903396913,51.52346384552727,6.793967897962153,1.6208092747253842,57.87135938147655,0.28893100962502977,110,133,190,7.784951255820131,25.810380257965555,0.3856639620608422,0.5170031116537035,0.5909126085726762
3753,PaperResidue,44.74871150892725,80.6091685533176,7.354710335824381,2.0189584505968394,66.69293470478375,0.4581858588016787,99,118,73,5.81111284084215,62.46134568677948,0.5023994179353717,0.48616326908131724,0.48783374036352284
3754,AgroByproduct,47.2460046691791,66.36984380028818,7.122122831211718,1.2699587992797723,78.42164951289287,0.3543240990917238,107,87,52,2.34705951444077,48.23060530212264,0.4682922857962076,0.2438446317315099,0.678762372435435
3755,AgroByproduct,35.94270287289535,43.82143712952191,8.064321146475923,4.011033562660592,68.30195563990094,0.3683570775160961,124,68,171,7.230682823272713,99.62625073997819,0.7590936146053445,0.6554034027611094,0.5868054476079265
3756,HorticWaste,48.25452724894684,49.38542143823574,7.318431643334584,2.0636473016371775,76.92659837832903,0.2623811057413861,179,160,173,2.239002186559582,96.5249212825489,0.4742440075634333,0.32593319046574915,0.6230467920416697
3757,Manure,35.86081444929302,49.663159268060674,7.377247479919403,2.7372778124028643,56.340906702129274,0.13547137764932832,95,58,169,4.9037146806270435,84.40115678446314,0.6732736167705501,0.45199578489041947,0.6638097908437355
3758,AgroByproduct,54.22766182028447,50.52585008810124,6.188714019030349,3.147348405017433,75.55547257537876,0.7156476606615358,91,164,126,2.084019289713818,66.08768456261939,0.518499387738712,0.39042975711572087,0.616580879572926
3759,PaperResidue,55.05513477854234,33.45966343795044,7.120087090998108,3.9307092718768093,73.77369399467665,0.3568487573892838,163,195,163,6.998599329526144,23.87704932708426,0.4519593549271348,0.6900065808469644,0.4865452095302587
3760,HorticWaste,43.651380631340785,48.02307125577238,6.8282008166687564,1.0127365303822395,94.0436825096983,0.7927201648502376,58,174,76,2.360079328408455,40.24977575224274,0.7215199214809875,0.24289768568050368,0.6783170309693433
3761,FoodWaste,44.306358946457216,74.51072761496185,5.348129949118139,3.4395950178920818,68.2719011292711,0.10929841255025056,68,113,59,5.009973182794786,47.58127996100566,0.4244369377408687,0.564506912512478,0.4539987938754722
3762,PaperResidue,49.327238994268335,76.04633401823769,5.9494194586817235,0.5504455975358975,82.11730766709975,0.47656047263033646,85,104,72,2.62133424486863,76.67641868666227,0.44072707675353534,0.24417050064389842,0.5703850520867297
3763,HorticWaste,48.81609428057787,49.85613214937066,7.578392286488735,1.3586822101683769,88.0153751696536,0.13127796569400269,109,161,162,4.755517611928891,75.32106110504019,0.4240904947969076,0.3615554279613648,0.6573536251928399
3764,PaperResidue,55.24146373133616,31.906981577490274,7.522628949195413,2.278880490727276,85.82165504736072,0.5413917759762435,141,116,109,4.652291532130001,78.48492652866011,0.5097779930064451,0.46436764001548136,0.5722420123086556
3765,AgroByproduct,54.95845925210299,69.46377652214599,6.528547433758566,2.4805393554213455,86.48838973433733,0.9457709158275152,171,180,61,3.4685997651636695,94.34640678872648,0.52177667066783,0.38678410414541636,0.6120454791846408
3766,FoodWaste,44.71159069320884,43.818928914172304,6.553202788241593,4.0222101379175585,74.27912698708366,0.33995447509300014,147,190,67,2.1494512379704065,47.08981528730406,0.5780031111134041,0.5057885995836868,0.48625163527577747
3767,HorticWaste,40.227755150450555,44.98959728526407,6.093210059985624,2.547497437336107,79.30450742762098,0.2556265178510968,111,125,159,4.955011566034068,21.58442588893057,0.6371642573837827,0.4681043868376198,0.6076459335626666
3768,CropResidue,53.11619787861477,55.75749125390453,7.79184771474961,2.462439215624912,69.11405384608292,0.41310020178754125,131,159,132,6.358822881285244,88.03502468641345,0.4264303237599824,0.5236591260169393,0.5653630567109453
3769,FoodWaste,43.43714251112566,54.35296697836789,6.3524772217043255,2.689839127773495,80.91612266193006,0.29460230289393496,194,174,151,2.2147429886641743,99.50145056043507,0.5572478092484411,0.39720612272269773,0.5318021096545895
3770,CropResidue,46.13743942286525,48.15369139878375,6.543680101158933,3.639879704985569,64.03603857991467,0.7276976384563799,109,54,179,7.443149736833658,72.62482284133644,0.6548127196150737,0.6624414238800596,0.521698631953154
3771,PaperResidue,50.30316223851091,49.50904842026912,7.812488861682301,1.7822318549824012,67.0210272950089,0.476805287267296,121,156,90,2.981287500918073,34.114292623352654,0.5049326826556336,0.3603176025329612,0.5618703104103417
3772,Manure,54.75556972075358,52.47090443213473,7.796439379216379,0.8586603959290318,95.0,0.1913600543101562,68,68,169,6.929609677358176,49.191376136319455,0.348874863453779,0.37141539589501754,0.752125171339279
3773,FoodWaste,47.60848141908286,49.290184293038976,6.856205052120005,2.5949661898183978,84.48759384579182,0.6136737922228058,83,76,90,6.60424772632839,46.25604581439114,0.5910013077902023,0.5539064722221811,0.5466713219230022
3774,PaperResidue,39.12802054126113,50.233696221800564,7.0100946112493,2.5849060412466085,59.390747366032066,0.4837541576513727,61,123,68,1.1031095347675155,65.9131489608873,0.7118537060670872,0.3567754443243325,0.5202873054940685
3775,CropResidue,62.9701034386445,55.41405067019559,7.376797113457677,2.319911040886834,78.59077903191987,0.5088985167510579,99,103,146,3.279405952827024,76.4261393481762,0.3595240957316628,0.39630364330491624,0.5731763466152672
3776,AgroByproduct,60.30341811543412,65.30035971684451,6.672246986617727,4.140889179105065,65.06957362758449,0.5603120346617646,108,94,155,5.914229287615034,41.46923314529546,0.36503561333446377,0.6168576965443192,0.5373548216110577
3777,AgroByproduct,34.81996642747501,63.73579095511034,6.920157253757489,3.3462385297372768,81.89846227103718,0.7539806878776597,168,61,74,5.146944647289225,91.09558094688019,0.8363314463447549,0.5218636350847857,0.5802164916029154
3778,Manure,35.882284230756326,51.867441704602754,6.843102100738637,0.5974272312971285,78.83552361280287,0.34009458953684185,75,58,94,4.748617459162306,57.199176251154675,0.7276361266194673,0.26785875732668046,0.7663937550259381
3779,FoodWaste,37.139865181409256,55.2495999941359,7.549645855488566,1.9979351885874852,77.09075313082323,0.22026655153857985,114,76,110,2.8903598486515394,83.10113354181448,0.6571470761860619,0.36488309337338987,0.5646040405823539
3780,FoodWaste,53.48550891714811,80.1652362513885,8.133587018743132,2.9973622797727626,68.6057194254342,0.41519924922081203,102,103,155,7.83173238004612,88.94535640468462,0.34894997341242884,0.6334701542327931,0.46480141350858484
3781,FoodWaste,63.351431917235004,74.79950655114382,7.91689544347042,2.920208985403632,89.56295717238079,0.2578243229623306,173,151,114,4.758577586623432,87.26615189511722,0.22355192768304744,0.5117974082820147,0.4793905376275307
3782,PaperResidue,39.93726732828783,68.22327128288318,7.812993318754188,3.6048298936527647,68.45839112775766,0.3927078655772043,108,82,172,4.687893482256241,64.56183503304672,0.6143971951441478,0.5761984967223394,0.4333119627515954
3783,Manure,46.692683579155734,33.430022429139186,6.123792183585929,4.010590596270064,77.35790502643736,0.5443492890379301,93,194,168,4.344602641870884,30.390631337449364,0.633943269066347,0.5371384820926635,0.6326104253282184
3784,FoodWaste,37.4739413973408,61.60575794779993,8.033863482824277,2.902285807166195,72.8646227213918,0.6750123296791397,123,68,80,3.5481549291062597,67.20035979602986,0.7679406551770015,0.4649129604386677,0.5066741937460904
3785,PaperResidue,62.00192764882957,49.86791482126514,6.458991971430082,3.1105843262032957,61.0941479200077,0.9581196837591713,52,138,143,4.804654930015568,68.86619396676582,0.517618704748182,0.5393899203925251,0.49473495404730494
3786,AgroByproduct,53.24828341876483,45.652330318255494,5.574374882894312,1.1219532729410715,71.6169653110929,0.6257190960844077,138,89,125,2.0852830513877585,45.29041788167233,0.5187716217441649,0.22169422050546356,0.7275976757164355
3787,CropResidue,36.7536443609614,54.604674957002025,6.320667396714928,1.8181233185077252,58.03724075625216,0.1389258885120429,110,91,197,4.967132287743162,61.1813925092561,0.6422265875326145,0.41777773733267903,0.5998844841606097
3788,PaperResidue,25.0,75.7061259265345,6.926604796532506,1.9475789738952427,80.80129419407811,0.21044698599656694,146,100,152,1.4961630579650822,59.12204760964399,0.7900752989742816,0.3184043624982942,0.5012087994521689
3789,AgroByproduct,55.37587057761567,73.32416537482958,5.370106334842949,1.080550772166843,68.76134488454247,0.4436075448139303,151,165,124,2.611072196583661,10.42594157385587,0.35461882283328894,0.23796110505245754,0.6743241306419987
3790,AgroByproduct,39.275151937855725,50.70728761010886,7.569563380060587,3.2589133200120077,71.55336820152898,0.46424782793171554,57,95,179,2.771861308603265,66.17013467141832,0.7016431028154047,0.42552090907362305,0.6106397587791819
3791,CropResidue,53.42732169210926,61.269304843674846,7.665719634168613,2.623911440156441,81.30606200960098,0.6904638799300952,113,68,185,7.349026801166218,17.658130672217926,0.4889801401505514,0.5742477917234365,0.5462658183048282
3792,AgroByproduct,47.93690336850415,53.67659949966817,6.694198658847012,4.333843719055438,68.94293112502834,0.40876006888072247,89,106,58,2.0636625773681017,42.72020298965657,0.5106996880086346,0.48854098990592365,0.5509546150478918
3793,Manure,26.65703967275948,56.39900223398183,6.067160557695763,3.1544703127314815,53.15598646600844,0.5411480217519667,102,166,146,3.620931476139364,51.35307920273598,0.926387688707106,0.4386574564161829,0.6294784798954622
3794,CropResidue,36.93223268192972,74.963338378278,7.738502809227585,2.82580517956419,78.55059364053211,0.3116826358506568,164,129,184,7.672609391365271,76.82622672167525,0.6294934184883512,0.6032066171398802,0.5087830642652346
3795,AgroByproduct,41.45855312713922,59.05267504038503,6.261282508805968,4.061292999220697,68.18312856685816,0.06725862793954811,154,74,187,3.152629426325107,26.715337431994307,0.5139001058155898,0.506664686755583,0.553829999958195
3796,HorticWaste,38.24210010748672,33.64220315365407,5.703573393451142,1.7789409842428086,71.67747647548644,0.22514561131995228,86,130,164,7.333097520804831,94.71289441959493,0.7016848126382826,0.4932362390504152,0.6687685444805516
3797,PaperResidue,46.16168284885385,62.08034437293048,6.948431304421595,0.6819806806398914,80.53853397602246,0.3124574517601898,111,80,106,7.479382973097402,15.750631856157785,0.4880189352399158,0.4373085848778102,0.5917402772221444
3798,AgroByproduct,49.013814461513185,85.0,7.021300782553773,3.4396460758300123,65.01942461750644,0.08793699484477698,179,149,142,1.455827698119534,15.095052394839701,0.3023944524666794,0.39123071166531687,0.5330176962084994
3799,Manure,62.893599375070806,49.50001890369252,7.250758079847725,2.9153949132490204,78.47296940900081,0.8342332958707498,178,196,109,7.094087532274764,23.2342932125638,0.4753763387798279,0.5489778585643887,0.655230216530164
3800,FoodWaste,49.722134768764676,83.2281385826135,7.614317405673987,2.366091614833483,75.45557165030507,0.18609437855029923,54,125,156,4.641794964354183,24.374858407932948,0.32569552120327033,0.4612416123994054,0.49023914209309893
3801,AgroByproduct,59.91101065719876,69.26197230760721,7.711784495648601,2.0201044224986875,74.59967756048891,0.580003593765999,139,177,180,7.328869555735723,62.72053903747617,0.3623275002091221,0.4931746435483136,0.6354708342598512
3802,FoodWaste,40.23183214458705,77.6439051348447,5.988675362754977,1.7735618444934516,72.41564395927125,0.8471961571626688,86,139,95,1.5322375744477004,80.89440575701991,0.7165906965094258,0.29525572941624306,0.531034097505638
3803,HorticWaste,56.652134135136755,73.13163081554033,5.369267038129413,2.491766648515473,77.41047328873319,0.2699465382464406,118,177,117,1.4233414615993565,74.22358087645561,0.28883978820234985,0.3310225255195986,0.5541484059431457
3804,AgroByproduct,41.188019095100714,62.66692094147307,7.3677711623937014,2.709931466685611,81.33887794030215,0.5346677939484109,186,199,79,3.908115406146706,26.65177887620855,0.6486671000304214,0.4223819499543024,0.6141695847827734
3805,CropResidue,35.829831985243786,50.80133282866002,7.039716395469614,3.1994802058955893,57.72185273482279,0.735189313629157,63,134,129,6.752010278232976,89.67321046855882,0.8503681370000257,0.5998237359250358,0.5384233240479005
3806,FoodWaste,35.40723241788764,62.63511498059049,6.633616415257233,1.0655890747733718,82.71720429122897,0.7214671012603672,145,120,91,1.4791491059660982,25.09893163576859,0.8188088566894249,0.23426718103817631,0.5964503163001504
3807,HorticWaste,25.0,63.49772926471439,6.8841356420562905,3.6094500869239337,71.5178963013972,0.48792350530850337,117,120,161,4.356458535681616,63.8960157706269,0.9099434447533229,0.5341547023317217,0.5175320371243746
